Flight_ID,Airline,Aircraft_Type,Aircraft_Age_Years,Flight_Phase,Departure_Airport_Code,Arrival_Airport_Code,Flight_Duration_Hours,Last_Maintenance_Hours,Engine_Hours_Since_Overhaul,Pilot_Experience_Hours,CoPilot_Experience_Hours,Number_of_Crew,Total_Onboard,Cargo_Weight_KG,Date,Time_UTC,Season,Visibility_KM,Wind_Speed_KNOTS,Wind_Direction_Degrees,Temperature_Celsius,Precipitation_MM,Weather_Condition,Turbulence_Severity,Departure_Airport_Elevation_FT,Arrival_Airport_Elevation_FT,Route_Complexity,Air_Traffic_Density,Accident,Accident_Severity,Fatalities,Injuries,Aircraft_Damage,Cause_Category
F202110272081,Star Air,Embraer E190,19,Parked,BOM,DEL,3.8,479,1297,7547,6541,7,193,6624,2021-10-27,16:50,Summer,0.63,16,310,27.3,0.0,Clear,Light,39,777,Direct,High,0,,0,0,,
F202103062082,Akasa Air,Airbus A321,4,Taxi,AMD,MAA,2.65,1780,6358,18978,17668,10,384,4355,2021-03-06,03:20,Summer,5.69,28,61,19.4,0.0,Cloudy,None,192,33,Mountainous_Terrain,Medium,0,,0,0,,
F202211182083,Akasa Air,Boeing 787,12,En_Route,GOI,HYD,3.83,160,7313,19034,10504,9,354,7777,2022-11-18,10:29,Summer,2.23,4,188,39.2,0.0,Clear,None,189,2024,Direct,Low,0,,0,0,,
F202206072084,SpiceJet,Dornier Do 228,1,En_Route,COK,HYD,3.49,1081,6452,8386,4396,8,238,8323,2022-06-07,12:06,Monsoon,8.26,19,94,26.7,12.03,Rain,Moderate,30,2024,Mountainous_Terrain,High,0,,0,0,,
F202410092085,Air India,Embraer E190,13,Takeoff,IXB,GAU,3.55,1929,3706,15406,12524,5,59,7781,2024-10-09,02:37,Summer,2.03,26,143,20.2,0.0,Clear,None,412,158,Direct,Low,0,,0,0,,
F202311082086,Akasa Air,Boeing 787,11,Landing,CCU,BLR,4.79,1015,7783,4053,2159,6,56,9666,2023-11-08,02:49,Summer,2.28,26,23,28.9,0.0,Clear,None,18,3000,Mountainous_Terrain,Medium,0,,0,0,,
F202107152087,Alliance Air,Boeing 787,3,Landing,MAA,GOI,4.12,1622,3916,3975,1044,5,231,3698,2021-07-15,10:52,Monsoon,7.94,37,330,18.0,3.27,Rain,Severe,33,189,Mountainous_Terrain,High,0,,0,0,,
F202403212088,Akasa Air,Airbus A321,17,Parked,BLR,GAU,3.87,1934,6043,6445,2063,4,87,1801,2024-03-21,20:30,Summer,2.25,31,88,35.2,0.0,Cloudy,None,3000,158,Direct,High,0,,0,0,,
F202011182089,Akasa Air,Boeing 787,10,En_Route,DEL,GOI,1.12,792,7986,6835,3291,5,160,3977,2020-11-18,17:24,Summer,3.42,16,352,25.3,0.0,Cloudy,Severe,777,189,Multiple_Waypoints,High,0,,0,0,,
F202208312090,Air India,Airbus A320,10,En_Route,CCU,ATQ,4.43,578,5692,13076,6770,7,347,676,2022-08-31,16:14,Monsoon,1.98,23,332,18.0,1.45,Cloudy,None,18,765,Mountainous_Terrain,Low,0,,0,0,,
F202108272091,IndiGo,ATR 72,14,En_Route,COK,GAU,3.76,523,7730,17299,13322,9,161,6046,2021-08-27,08:11,Monsoon,1.01,40,201,42.9,4.04,Cloudy,Light,30,158,Multiple_Waypoints,Low,0,,0,0,,
F202102182092,SpiceJet,Embraer E190,23,En_Route,BBI,AMD,1.87,1852,5769,7712,7137,10,202,2766,2021-02-18,09:50,Summer,0.54,19,254,39.3,0.0,Clear,None,85,192,Multiple_Waypoints,Medium,0,,0,0,,
F202504132093,Vistara,Boeing 737,5,Parked,PNQ,MAA,2.18,1105,3987,12490,3316,11,170,1256,2025-04-13,13:51,Summer,3.17,13,102,43.8,0.0,Clear,None,1863,33,Multiple_Waypoints,High,0,,0,0,,
F202212072094,Star Air,Boeing 737,21,Parked,IXB,DEL,4.19,1465,6770,16819,1786,7,297,6327,2022-12-07,08:17,Summer,4.06,19,167,11.9,0.0,Clear,None,412,777,Multiple_Waypoints,High,0,,0,0,,
F202206172095,Akasa Air,Airbus A320,13,Parked,IXB,MAA,3.16,768,1874,3824,981,11,243,4035,2022-06-17,04:40,Monsoon,3.86,13,187,28.3,4.18,Cloudy,None,412,33,Multiple_Waypoints,Medium,0,,0,0,,
F202406112096,IndiGo,Boeing 737,4,Landing,BLR,CCU,4.48,607,6972,10705,9627,7,327,3944,2024-06-11,22:48,Monsoon,5.2,19,14,19.0,12.41,Rain,Light,3000,18,Multiple_Waypoints,Medium,0,,0,0,,
F202409292097,FlyBig,Boeing 787,4,Landing,PNQ,BBI,4.57,1112,5799,12387,7615,9,329,18,2024-09-29,22:57,Monsoon,6.12,12,325,10.3,6.5,Rain,None,1863,85,Multiple_Waypoints,Medium,0,,0,0,,
F202505012098,Star Air,ATR 72,21,Landing,IXB,BBI,1.89,628,1915,6080,4526,9,68,5660,2025-05-01,02:41,Summer,9.85,1,115,13.4,0.0,Cloudy,Severe,412,85,Direct,Low,0,,0,0,,
F202301132099,SpiceJet,Dornier Do 228,10,En_Route,PNQ,IXB,1.04,1908,1816,13318,6308,9,111,4791,2023-01-13,08:34,Summer,8.75,32,63,33.0,0.0,Cloudy,None,1863,412,Mountainous_Terrain,Low,0,,0,0,,
F202504092100,Akasa Air,Embraer E190,24,Parked,HYD,COK,2.89,1183,3684,2793,1712,7,107,2413,2025-04-09,14:52,Summer,9.16,38,216,21.1,0.0,Cloudy,None,2024,30,Multiple_Waypoints,Low,0,,0,0,,
F202104172101,SpiceJet,Airbus A321,24,Taxi,GOI,HYD,1.32,1126,2785,7857,1815,9,59,300,2021-04-17,18:54,Summer,6.69,37,38,32.2,0.0,Dust_Storm,Light,189,2024,Multiple_Waypoints,High,0,,0,0,,
F202112272102,IndiGo,Boeing 737,6,En_Route,GOI,BOM,2.6,1113,2551,10897,6592,12,358,6616,2021-12-27,20:22,Summer,3.78,38,236,33.3,0.0,Cloudy,Severe,189,39,Direct,Medium,0,,0,0,,
F202206022103,FlyBig,Airbus A320,23,Parked,BLR,AMD,2.08,147,4632,12719,11945,4,315,1355,2022-06-02,22:55,Monsoon,8.24,40,34,29.5,8.23,Cloudy,Moderate,3000,192,Mountainous_Terrain,High,0,,0,0,,
F202110092104,IndiGo,Dornier Do 228,15,Parked,COK,IXB,2.06,1726,3505,13866,2880,8,224,3801,2021-10-09,22:01,Summer,1.07,40,36,12.0,0.0,Clear,Severe,30,412,Mountainous_Terrain,High,0,,0,0,,
F202103242105,Star Air,Embraer E190,18,Parked,MAA,BBI,4.05,1171,6683,18927,13535,12,328,5603,2021-03-24,06:37,Summer,8.71,26,2,33.9,0.0,Cloudy,Light,33,85,Direct,Medium,0,,0,0,,
F202411042106,Vistara,Boeing 737,16,Parked,GAU,MAA,4.56,702,1956,13447,3341,9,391,8620,2024-11-04,03:44,Summer,1.33,22,40,38.1,0.0,Cloudy,Moderate,158,33,Mountainous_Terrain,High,0,,0,0,,
F202210212107,Akasa Air,Boeing 737,3,Parked,IXB,BLR,4.84,1708,3120,8113,2052,9,138,4185,2022-10-21,17:30,Summer,3.12,22,273,19.1,0.0,Clear,Severe,412,3000,Direct,Medium,0,,0,0,,
F202410272108,Vistara,Dornier Do 228,20,Parked,HYD,AMD,3.48,811,5873,14051,13130,12,356,9903,2024-10-27,21:58,Summer,3.12,20,247,34.8,0.0,Clear,Moderate,2024,192,Direct,High,0,,0,0,,
F202408172109,FlyBig,Boeing 787,2,Landing,BOM,IXB,3.54,1386,4442,9808,3955,9,257,7936,2024-08-17,19:31,Monsoon,2.71,15,357,36.6,13.77,Rain,Moderate,39,412,Direct,Medium,0,,0,0,,
F202107252110,FlyBig,Boeing 787,17,Takeoff,GAU,GOI,1.2,670,4097,12822,11144,5,331,8161,2021-07-25,10:40,Monsoon,3.22,29,281,41.4,2.99,Cloudy,Light,158,189,Mountainous_Terrain,Medium,0,,0,0,,
F202412172111,SpiceJet,Boeing 787,2,Landing,PNQ,BLR,1.39,1419,7350,15241,2700,9,332,4484,2024-12-17,20:16,Summer,6.06,26,31,25.7,0.0,Cloudy,None,1863,3000,Multiple_Waypoints,High,0,,0,0,,
F202411012112,IndiGo,ATR 72,8,En_Route,BLR,CCU,4.79,1931,3573,9034,559,12,221,4458,2024-11-01,10:43,Summer,2.55,21,316,19.9,0.0,Clear,None,3000,18,Mountainous_Terrain,Medium,0,,0,0,,
F202110112113,FlyBig,ATR 72,7,Taxi,ATQ,BLR,3.25,1305,7977,17800,8956,12,282,9151,2021-10-11,08:43,Summer,8.84,17,180,19.6,0.0,Cloudy,Light,765,3000,Mountainous_Terrain,Low,0,,0,0,,
F202109232114,FlyBig,Boeing 787,22,Parked,BBI,BLR,2.31,843,1472,18717,4037,5,71,7128,2021-09-23,16:34,Monsoon,6.33,2,297,34.6,5.93,Rain,None,85,3000,Multiple_Waypoints,Low,0,,0,0,,
F202504262115,Star Air,ATR 72,9,Taxi,MAA,ATQ,0.58,1332,6716,15621,9470,6,118,9650,2025-04-26,13:24,Summer,5.22,35,278,20.3,0.0,Clear,None,33,765,Multiple_Waypoints,Low,0,,0,0,,
F202412272116,SpiceJet,Boeing 787,21,En_Route,DEL,CCU,1.92,280,6636,11776,3965,4,379,8648,2024-12-27,12:29,Summer,8.23,16,256,18.9,0.0,Clear,None,777,18,Mountainous_Terrain,Low,0,,0,0,,
F202505212117,FlyBig,Airbus A320,3,En_Route,CCU,IXB,2.79,1226,4656,16549,13203,9,172,102,2025-05-21,23:36,Summer,8.55,18,217,41.3,0.0,Cloudy,Moderate,18,412,Mountainous_Terrain,High,0,,0,0,,
F202111142118,Air India,Airbus A320,16,Takeoff,CCU,BLR,3.57,110,2701,10920,1300,8,108,1444,2021-11-14,18:31,Summer,3.99,2,114,26.8,0.0,Clear,Light,18,3000,Mountainous_Terrain,Medium,0,,0,0,,
F202012192119,Star Air,Boeing 737,20,Parked,BLR,MAA,3.05,1696,3485,13689,930,10,339,7568,2020-12-19,15:36,Summer,8.07,27,287,20.9,0.0,Clear,Moderate,3000,33,Mountainous_Terrain,High,0,,0,0,,
F202010162120,FlyBig,Airbus A320,15,Parked,ATQ,PNQ,2.79,1402,4671,14448,4607,6,139,6736,2020-10-16,06:37,Summer,2.6,7,220,22.3,0.0,Clear,None,765,1863,Mountainous_Terrain,Low,0,,0,0,,
F202209182121,FlyBig,Airbus A321,6,En_Route,BBI,BOM,2.24,1411,3260,8755,3164,10,51,3941,2022-09-18,16:15,Monsoon,5.44,37,163,24.7,11.6,Thunderstorms,Light,85,39,Mountainous_Terrain,Medium,0,,0,0,,
F202507082122,Air India,Embraer E190,12,Landing,HYD,BBI,1.39,611,3298,14548,6888,7,109,2252,2025-07-08,18:58,Monsoon,4.12,35,325,35.7,2.71,Thunderstorms,Moderate,2024,85,Mountainous_Terrain,High,0,,0,0,,
F202403072123,Star Air,Airbus A321,18,Parked,BLR,DEL,4.24,1725,6788,18702,11055,12,300,3972,2024-03-07,11:54,Summer,5.23,27,72,32.4,0.0,Cloudy,Light,3000,777,Mountainous_Terrain,Low,0,,0,0,,
F202112262124,Star Air,Airbus A320,20,Parked,BBI,MAA,4.49,1555,931,8672,1102,7,244,1846,2021-12-26,21:42,Summer,8.08,33,173,20.2,0.0,Cloudy,Light,85,33,Direct,Medium,0,,0,0,,
F202202062125,Akasa Air,Boeing 787,24,En_Route,AMD,HYD,4.86,435,3379,10977,6595,8,175,465,2022-02-06,00:19,Summer,8.28,5,183,13.6,0.0,Clear,Moderate,192,2024,Mountainous_Terrain,Medium,0,,0,0,,
F202506192126,Air India,ATR 72,4,Landing,BOM,ATQ,0.77,1252,4407,13835,6190,5,109,8981,2025-06-19,01:59,Monsoon,4.22,36,319,17.8,5.54,Rain,Moderate,39,765,Mountainous_Terrain,Low,0,,0,0,,
F202111252127,Air India,Airbus A321,9,Parked,GOI,CCU,3.73,1806,4176,6590,699,9,78,30,2021-11-25,10:02,Summer,3.55,27,89,28.2,0.0,Cloudy,Severe,189,18,Multiple_Waypoints,High,0,,0,0,,
F202011022128,Akasa Air,ATR 72,25,Landing,GOI,BOM,2.93,913,3156,17313,7707,12,257,1962,2020-11-02,21:14,Summer,8.26,17,182,36.2,0.0,Dust_Storm,Light,189,39,Multiple_Waypoints,High,0,,0,0,,
F202111062129,Akasa Air,Boeing 787,22,Taxi,IXB,BLR,4.88,1281,5014,16796,1148,10,98,9015,2021-11-06,21:01,Summer,1.02,3,66,16.1,0.0,Clear,None,412,3000,Mountainous_Terrain,Low,0,,0,0,,
F202111052130,Air India,ATR 72,9,Takeoff,MAA,DEL,0.84,285,5849,16343,12325,10,200,5174,2021-11-05,23:16,Summer,6.41,5,5,34.5,0.0,Cloudy,None,33,777,Direct,Medium,0,,0,0,,
F202208192131,Air India,Boeing 737,9,Takeoff,ATQ,PNQ,3.23,1344,6300,6743,4792,5,343,6612,2022-08-19,14:55,Monsoon,1.19,0,340,44.4,12.98,Thunderstorms,Light,765,1863,Direct,High,1,Minor_Incident,0,2,Minor,Mechanical_Failure
F202101162132,FlyBig,Embraer E190,24,Takeoff,GOI,BLR,0.98,905,1378,5033,3692,12,85,1219,2021-01-16,16:50,Summer,8.54,2,180,14.1,0.0,Clear,None,189,3000,Mountainous_Terrain,Medium,0,,0,0,,
F202302252133,IndiGo,Dornier Do 228,24,Landing,GOI,IXB,4.77,1537,4896,18159,4138,9,55,3753,2023-02-25,09:08,Summer,4.42,33,205,13.6,0.0,Clear,Light,189,412,Direct,Medium,0,,0,0,,
F202209232134,Air India,Boeing 787,16,Parked,IXB,AMD,4.34,1259,5800,6148,2820,4,215,5870,2022-09-23,19:27,Monsoon,4.45,21,174,13.8,12.03,Rain,Severe,412,192,Direct,High,0,,0,0,,
F202208062135,Akasa Air,Boeing 737,2,En_Route,AMD,BOM,2.71,1931,2002,6592,1866,8,228,7249,2022-08-06,14:28,Monsoon,1.34,8,79,12.8,1.04,Rain,Moderate,192,39,Mountainous_Terrain,Low,0,,0,0,,
F202303242136,Akasa Air,Airbus A320,10,Takeoff,MAA,PNQ,4.28,1258,2664,13204,5719,8,260,7188,2023-03-24,01:18,Summer,8.33,30,52,19.0,0.0,Cloudy,Light,33,1863,Mountainous_Terrain,Low,0,,0,0,,
F202011062137,SpiceJet,Boeing 787,5,Landing,PNQ,BBI,1.15,782,6409,6644,6073,4,100,9850,2020-11-06,00:18,Summer,6.03,30,122,32.6,0.0,Clear,Moderate,1863,85,Mountainous_Terrain,High,0,,0,0,,
F202108302138,Air India,Airbus A321,25,En_Route,IXB,PNQ,3.54,1767,6099,17390,15745,9,152,796,2021-08-30,17:38,Monsoon,9.54,23,186,23.5,9.17,Cloudy,Severe,412,1863,Direct,High,0,,0,0,,
F202008092139,Alliance Air,Boeing 787,11,Takeoff,ATQ,CCU,0.53,849,4433,2524,1734,11,91,4868,2020-08-09,11:09,Monsoon,4.82,20,339,12.7,14.74,Cloudy,Severe,765,18,Mountainous_Terrain,Medium,0,,0,0,,
F202403312140,IndiGo,Embraer E190,24,Taxi,COK,BLR,4.57,211,7360,17248,14644,6,116,9886,2024-03-31,17:26,Summer,4.79,40,321,33.9,0.0,Cloudy,Light,30,3000,Mountainous_Terrain,Low,0,,0,0,,
F202301152141,SpiceJet,Airbus A321,21,Parked,GAU,ATQ,1.36,625,4663,18067,15975,4,290,38,2023-01-15,22:45,Summer,2.35,18,225,18.1,0.0,Clear,Severe,158,765,Multiple_Waypoints,High,0,,0,0,,
F202404012142,Star Air,Boeing 787,2,Takeoff,COK,GOI,4.76,853,3743,2863,1462,10,284,2546,2024-04-01,15:16,Summer,9.43,15,125,44.0,0.0,Clear,None,30,189,Direct,Low,0,,0,0,,
F202103232143,FlyBig,Airbus A320,19,Takeoff,BLR,IXB,0.61,1604,4208,6785,3533,11,275,3282,2021-03-23,09:48,Summer,7.83,25,18,15.6,0.0,Cloudy,Light,3000,412,Direct,Low,0,,0,0,,
F202506022144,FlyBig,Airbus A321,18,Taxi,AMD,ATQ,2.9,513,2041,18564,572,8,113,4605,2025-06-02,11:19,Monsoon,9.9,31,320,22.9,13.41,Thunderstorms,None,192,765,Direct,Low,0,,0,0,,
F202409042145,IndiGo,Airbus A321,19,En_Route,BBI,GAU,4.93,213,539,16859,10757,11,281,1605,2024-09-04,06:44,Monsoon,1.43,34,164,27.5,13.59,Cloudy,Severe,85,158,Multiple_Waypoints,High,0,,0,0,,
F202403062146,Vistara,ATR 72,22,Takeoff,AMD,COK,1.81,1485,3191,8129,533,11,394,9111,2024-03-06,10:28,Summer,2.34,28,113,10.2,0.0,Cloudy,Light,192,30,Direct,Medium,0,,0,0,,
F202206162147,Star Air,Airbus A321,1,En_Route,BBI,BLR,1.94,620,7253,9526,3985,11,362,6935,2022-06-16,07:57,Monsoon,5.55,19,123,42.5,9.81,Cloudy,Severe,85,3000,Multiple_Waypoints,High,0,,0,0,,
F202303302148,Air India,Boeing 787,23,Landing,BLR,PNQ,4.97,358,6914,16265,866,7,62,5565,2023-03-30,12:48,Summer,2.55,14,72,28.9,0.0,Cloudy,Severe,3000,1863,Direct,Low,0,,0,0,,
F202303282149,Alliance Air,Boeing 737,16,Takeoff,PNQ,ATQ,2.41,720,4313,16595,4166,6,210,1638,2023-03-28,03:22,Summer,8.31,13,194,42.9,0.0,Clear,Light,1863,765,Mountainous_Terrain,Low,0,,0,0,,
F202312132150,FlyBig,Boeing 787,13,Landing,DEL,BBI,0.79,1638,5393,17501,16891,9,153,2884,2023-12-13,06:53,Summer,8.9,1,335,23.1,0.0,Clear,Moderate,777,85,Multiple_Waypoints,Medium,0,,0,0,,
F202305302151,Alliance Air,Boeing 787,1,Landing,MAA,AMD,3.03,1170,672,9530,8007,6,175,7983,2023-05-30,09:16,Summer,9.2,5,40,28.9,0.0,Cloudy,Light,33,192,Multiple_Waypoints,Medium,0,,0,0,,
F202407062152,Air India,Boeing 737,11,Taxi,GAU,ATQ,4.5,1892,6708,10192,5472,11,398,9954,2024-07-06,01:09,Monsoon,2.11,24,87,29.1,9.73,Cloudy,Severe,158,765,Direct,Low,0,,0,0,,
F202502232153,Akasa Air,Airbus A321,2,Parked,BLR,BOM,0.67,1591,1204,2795,1691,11,281,9994,2025-02-23,23:06,Summer,4.79,6,10,22.3,0.0,Clear,None,3000,39,Multiple_Waypoints,Low,0,,0,0,,
F202308282154,IndiGo,Dornier Do 228,7,Parked,BLR,CCU,1.83,742,4452,8908,3917,5,345,1173,2023-08-28,15:03,Monsoon,4.81,27,344,26.3,2.17,Rain,Moderate,3000,18,Direct,Low,0,,0,0,,
F202108172155,Akasa Air,Airbus A321,8,Taxi,DEL,BLR,2.16,677,2179,14059,12216,9,295,173,2021-08-17,06:39,Monsoon,4.86,23,311,37.2,14.82,Thunderstorms,None,777,3000,Mountainous_Terrain,High,0,,0,0,,
F202506102156,Alliance Air,Boeing 787,17,Takeoff,PNQ,GAU,3.09,1005,7746,16293,15337,7,296,3066,2025-06-10,15:38,Monsoon,1.81,40,168,19.6,13.37,Rain,Light,1863,158,Mountainous_Terrain,Medium,0,,0,0,,
F202404302157,SpiceJet,Airbus A320,5,En_Route,DEL,MAA,4.42,566,2116,13790,3490,4,322,9798,2024-04-30,17:44,Summer,2.42,17,68,25.0,0.0,Clear,None,777,33,Mountainous_Terrain,High,0,,0,0,,
F202412112158,Star Air,Airbus A321,6,Landing,AMD,BBI,0.87,165,3863,12815,9165,5,342,2662,2024-12-11,16:23,Summer,3.18,24,257,27.4,0.0,Clear,Moderate,192,85,Direct,Low,0,,0,0,,
F202011032159,Star Air,Embraer E190,8,Landing,ATQ,GAU,1.17,1907,5622,3798,2331,12,311,8563,2020-11-03,07:25,Summer,7.71,18,59,34.5,0.0,Dust_Storm,None,765,158,Direct,Low,0,,0,0,,
F202401152160,Vistara,Airbus A321,17,Taxi,CCU,GOI,0.6,1936,2416,18506,11536,7,309,6211,2024-01-15,10:12,Summer,3.21,18,87,14.1,0.0,Clear,Moderate,18,189,Multiple_Waypoints,Medium,0,,0,0,,
F202104302161,SpiceJet,ATR 72,14,En_Route,BOM,BLR,3.49,191,1978,10917,5401,10,81,8414,2021-04-30,08:49,Summer,4.01,6,359,41.7,0.0,Clear,None,39,3000,Direct,High,0,,0,0,,
F202010092162,IndiGo,Dornier Do 228,11,Taxi,HYD,BOM,4.24,638,3328,7415,5037,12,189,1545,2020-10-09,05:24,Summer,2.7,18,163,32.0,0.0,Dust_Storm,None,2024,39,Mountainous_Terrain,Low,0,,0,0,,
F202205082163,Alliance Air,Boeing 737,13,Taxi,GOI,DEL,1.04,1273,5653,10613,6590,4,227,2143,2022-05-08,09:43,Summer,4.75,14,198,15.5,0.0,Clear,Moderate,189,777,Multiple_Waypoints,Medium,1,Minor_Incident,0,1,Minor,Weather
F202501272164,Vistara,Boeing 737,24,Landing,DEL,HYD,1.8,1547,4583,3345,569,6,178,6283,2025-01-27,03:21,Summer,1.96,16,63,25.1,0.0,Cloudy,Light,777,2024,Mountainous_Terrain,High,0,,0,0,,
F202308012165,FlyBig,Boeing 787,10,En_Route,MAA,DEL,3.53,1915,4154,15888,5604,7,286,717,2023-08-01,11:48,Monsoon,4.14,17,137,28.6,1.75,Cloudy,None,33,777,Multiple_Waypoints,Low,0,,0,0,,
F202401092166,FlyBig,Boeing 787,18,En_Route,MAA,GAU,0.52,108,2963,17587,1048,7,279,2969,2024-01-09,11:59,Summer,6.75,5,172,14.4,0.0,Clear,Light,33,158,Multiple_Waypoints,High,0,,0,0,,
F202012142167,Air India,Airbus A321,2,Parked,BLR,HYD,1.05,1589,2470,18210,5487,5,195,8536,2020-12-14,04:21,Summer,8.62,21,135,24.0,0.0,Cloudy,Light,3000,2024,Multiple_Waypoints,Medium,1,Minor_Incident,0,5,Substantial,Mechanical_Failure
F202307032168,Air India,Airbus A321,16,Takeoff,BOM,MAA,1.35,1019,2930,8305,1984,9,341,6176,2023-07-03,17:34,Monsoon,8.94,25,250,19.9,12.53,Cloudy,Moderate,39,33,Mountainous_Terrain,High,0,,0,0,,
F202312012169,SpiceJet,Boeing 737,17,Parked,DEL,GOI,3.11,485,2897,10277,5805,12,117,3352,2023-12-01,10:57,Summer,7.73,37,206,20.4,0.0,Cloudy,Light,777,189,Multiple_Waypoints,Low,0,,0,0,,
F202112192170,IndiGo,Boeing 737,6,Taxi,BLR,MAA,2.03,500,7742,10278,8324,4,134,4242,2021-12-19,19:20,Summer,7.31,36,354,19.5,0.0,Clear,None,3000,33,Mountainous_Terrain,Low,0,,0,0,,
F202106012171,Akasa Air,Airbus A320,17,Parked,BOM,COK,2.42,1253,4220,9673,1979,6,392,3170,2021-06-01,22:30,Monsoon,3.82,30,290,21.0,3.61,Rain,None,39,30,Direct,Medium,0,,0,0,,
F202201292172,FlyBig,Boeing 737,10,Parked,ATQ,AMD,1.6,1372,5037,11881,6856,12,70,6707,2022-01-29,23:23,Summer,6.83,13,36,14.5,0.0,Clear,Severe,765,192,Multiple_Waypoints,Medium,0,,0,0,,
F202009132173,Vistara,Airbus A320,2,Landing,GOI,IXB,4.99,1073,2803,13919,4417,9,221,8178,2020-09-13,16:30,Monsoon,6.04,30,237,12.8,13.12,Cloudy,None,189,412,Mountainous_Terrain,High,0,,0,0,,
F202012192174,SpiceJet,Boeing 787,19,Taxi,DEL,ATQ,1.55,753,570,8419,2173,12,139,874,2020-12-19,10:46,Summer,8.68,7,86,29.3,0.0,Clear,Light,777,765,Multiple_Waypoints,High,0,,0,0,,
F202405092175,Star Air,ATR 72,25,Landing,HYD,GOI,4.65,1923,3792,9498,4214,6,192,2818,2024-05-09,06:16,Summer,2.76,8,163,35.6,0.0,Clear,Light,2024,189,Direct,Low,0,,0,0,,
F202501232176,Star Air,Airbus A320,4,Landing,GOI,MAA,2.38,1934,1223,3161,1985,5,384,8084,2025-01-23,13:27,Summer,2.85,39,86,36.5,0.0,Clear,Severe,189,33,Multiple_Waypoints,Low,0,,0,0,,
F202208152177,Vistara,ATR 72,17,Landing,COK,GAU,3.07,1503,674,14988,13905,5,102,2895,2022-08-15,19:54,Monsoon,3.84,12,85,17.8,0.72,Rain,None,30,158,Mountainous_Terrain,High,0,,0,0,,
F202402252178,Air India,Dornier Do 228,2,Taxi,ATQ,BLR,0.65,169,3913,14130,7384,11,54,1267,2024-02-25,01:32,Summer,7.83,11,113,15.2,0.0,Cloudy,Severe,765,3000,Mountainous_Terrain,Low,0,,0,0,,
F202205182179,Star Air,Airbus A320,11,Takeoff,MAA,IXB,4.02,1253,6036,9599,4947,11,125,473,2022-05-18,03:57,Summer,2.86,17,74,37.7,0.0,Cloudy,None,33,412,Mountainous_Terrain,Medium,0,,0,0,,
F202111052180,IndiGo,Dornier Do 228,4,Taxi,IXB,GAU,1.43,226,2880,6226,3040,7,120,4416,2021-11-05,06:38,Summer,9.17,18,241,39.4,0.0,Clear,Moderate,412,158,Mountainous_Terrain,Medium,0,,0,0,,
F202412262181,IndiGo,Dornier Do 228,19,Taxi,BLR,MAA,4.42,1818,4726,19811,13855,5,191,447,2024-12-26,22:50,Summer,4.59,19,204,26.4,0.0,Cloudy,Moderate,3000,33,Multiple_Waypoints,Medium,0,,0,0,,
F202012062182,IndiGo,Dornier Do 228,10,En_Route,DEL,AMD,4.71,384,3319,17989,10297,7,228,7611,2020-12-06,17:30,Summer,8.16,13,75,35.6,0.0,Cloudy,Light,777,192,Multiple_Waypoints,High,0,,0,0,,
F202109272183,FlyBig,Airbus A320,11,Landing,GAU,COK,4.55,778,5473,18703,7656,12,379,6997,2021-09-27,17:47,Monsoon,1.9,16,339,36.4,1.01,Cloudy,Severe,158,30,Direct,High,0,,0,0,,
F202406012184,IndiGo,Boeing 737,4,Landing,DEL,IXB,0.76,842,757,2187,1431,4,249,9945,2024-06-01,12:00,Monsoon,3.6,30,81,15.9,3.02,Rain,Light,777,412,Mountainous_Terrain,High,0,,0,0,,
F202309012185,Star Air,Boeing 787,1,Taxi,BOM,GOI,2.49,215,6710,6759,879,9,84,1579,2023-09-01,22:12,Monsoon,8.77,16,30,23.3,11.08,Cloudy,None,39,189,Multiple_Waypoints,Low,0,,0,0,,
F202104062186,FlyBig,Embraer E190,21,Taxi,AMD,IXB,1.96,235,4024,11441,3146,4,83,7947,2021-04-06,02:10,Summer,4.46,14,335,35.6,0.0,Clear,None,192,412,Mountainous_Terrain,Low,0,,0,0,,
F202109182187,Star Air,Boeing 737,11,Taxi,DEL,AMD,3.67,1858,2216,11759,4099,9,135,7324,2021-09-18,05:02,Monsoon,0.72,27,311,14.1,3.52,Rain,Light,777,192,Mountainous_Terrain,High,0,,0,0,,
F202504202188,Vistara,ATR 72,13,Parked,AMD,BOM,1.37,1602,1468,10345,9392,11,306,2149,2025-04-20,20:34,Summer,0.98,15,180,21.0,0.0,Cloudy,Light,192,39,Multiple_Waypoints,Medium,0,,0,0,,
F202502242189,Alliance Air,Airbus A321,9,Landing,IXB,GAU,1.87,385,6057,12540,2019,9,257,863,2025-02-24,20:43,Summer,4.9,18,290,41.8,0.0,Clear,Moderate,412,158,Multiple_Waypoints,High,0,,0,0,,
F202206232190,Star Air,Dornier Do 228,16,En_Route,COK,CCU,2.37,1732,6226,16134,4911,6,166,3411,2022-06-23,22:50,Monsoon,9.83,1,6,26.2,5.9,Rain,Light,30,18,Multiple_Waypoints,Medium,0,,0,0,,
F202504122191,Air India,Boeing 737,21,Parked,COK,HYD,1.95,318,1303,10258,9128,4,330,5218,2025-04-12,04:29,Summer,4.86,12,262,39.7,0.0,Clear,Moderate,30,2024,Direct,High,0,,0,0,,
